Date,Price,Open,High,Low,Volume,Returns,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,WMA_20,BB_mid,BB_upper,BB_lower,BB_pct_b,BB_bandwidth,BB_squeeze,BB_sig_breakout_long,BB_sig_breakout_short,BB_sig_mr_buy,BB_sig_mr_sell,HV_20,HV_60,HV_120,HV_Parkinson,HV_GarmanKlass,Vol_regime,Trend,Seasonal,Residual
2020-01-01,142.92,142.5,143.75,141.3,784400.0,0.0,,,,142.92,142.92,,,,,,,False,0,0,0,0,,,,,,Medium,114.67031746031745,19.359771261487055,8.889911278195484
2020-01-02,147.16,143.35,148.49,142.65,4380000.0,2.966694654352092,,,,143.57230769230767,143.23407407407404,,,,,,,False,0,0,0,0,,,,,,Medium,114.66133858267716,19.662716410448702,12.835945006874134
2020-01-03,149.48,150.0,150.6,146.75,4020000.0,1.5765153574340809,,,,144.48118343195264,143.69673525377226,,,,,,,False,0,0,0,0,,,,,,Medium,114.6559375,16.06805853174603,18.756003968253967
2020-01-06,148.56,148.1,151.0,146.6,3990000.0,-0.6154669521006071,,,,145.1086936731907,144.05697708682615,,,,,,,False,0,0,0,0,,,,,,Medium,114.6475968992248,15.37300071344019,18.539402387335016
2020-01-07,149.01,147.9,149.7,146.25,2360000.0,0.3029079159935303,,,,145.70889464654596,144.42386767298717,,,,,,,False,0,0,0,0,,,,,,Medium,114.65161538461538,19.37412008743943,14.984264527945179
2020-01-08,147.96,146.8,149.5,145.8,2260000.0,-0.7046506945842447,,,,146.05521854707735,144.68580340091407,,,,,,,False,0,0,0,0,,,,,,Medium,114.65053435114503,19.41889467417254,13.89057097468244
2020-01-09,148.56,148.99,149.99,146.1,3810000.0,0.4055150040551462,,,,146.44056953983468,144.97278092677226,,,,,,,False,0,0,0,0,,,,,,Medium,114.65492424242424,17.39196114875462,16.513114608821137
2020-01-10,154.21,149.25,155.25,149.01,5410000.0,3.803177167474424,,,,147.63586653370626,145.657019376641,,,,,,,False,0,0,0,0,,,,,,Medium,114.65992481203008,17.15544360902256,22.394631578947365
2020-01-13,153.07,153.8,154.25,152.01,2350000.0,-0.7392516698009304,,,,148.47188706698222,146.20612905244536,,,,,,,False,0,0,0,0,,,,,,Medium,114.66320895522388,18.370241018655197,20.036550026120917
2020-01-14,151.45,153.1,153.15,151.01,1180000.0,-1.058339321878882,,,,148.93005828744649,146.5945639374494,,,,,,,False,0,0,0,0,,,,,,Medium,114.67451851851851,22.157237311818527,14.618244169662951
2020-01-15,150.97,151.0,151.5,149.12,2530000.0,-0.3169362826015119,,,,149.24389547399318,146.91867031245314,,,,,,,False,0,0,0,0,,,,,,Medium,114.68294117647058,24.6714593837535,11.61559943977592
2020-01-16,149.96,151.2,151.2,148.2,2040000.0,-0.6690070875008219,,,,149.35406540107115,147.1439539930122,,,,,,,False,0,0,0,0,,,,,,Medium,114.69554744525547,24.85243928278539,10.412013271959147
2020-01-17,150.25,150.0,150.75,149.21,805200.0,0.1933849026406988,,,,149.49190149321404,147.37403147501126,,,,,,,False,0,0,0,0,,,,,,Medium,114.7036231884058,13.998394409937887,21.547982401656313
2020-01-20,149.13,150.9,151.75,147.65,1470000.0,-0.7454242928452609,,,,149.43622434041188,147.50410321760302,,,,,,,False,0,0,0,0,,,,,,Medium,114.71647482014389,22.008647569434363,12.404877610421746
2020-01-21,148.91,149.0,149.75,148.0,1280000.0,-0.1475222959833694,,,,149.35526674957927,147.6082437200028,,,,,,,False,0,0,0,0,,,,,,Medium,114.72671428571428,25.12528412698412,9.058001587301597
2020-01-22,143.89,148.51,148.51,140.72,19240000.0,-3.371163790208858,,,,148.51445648041323,147.33281825926187,,,,,,,False,0,0,0,0,,,,,,Medium,114.72659574468085,25.811469105032096,3.3519351502870407
2020-01-23,143.05,145.51,146.0,142.5,3540000.0,-0.5837792758356904,,,,147.67377086804197,147.0155724622795,,,,,,,False,0,0,0,0,,,,,,Medium,114.72859154929577,24.004625970381685,4.316782480322555
2020-01-24,143.71,143.06,144.75,141.05,2110000.0,0.4613771408598368,,,,147.0639599652663,146.7707152428514,,,,,,,False,0,0,0,0,,,,,,Medium,114.72916083916084,15.935056721056728,13.045782439782439
2020-01-27,140.85,142.2,143.9,140.2,1610000.0,-1.9901189896319071,,,,146.10796612445608,146.33214374338093,,,,,,,False,0,0,0,0,,,,,,Medium,114.73333333333332,17.941760182109025,8.17490648455765
2020-01-28,140.07,141.5,141.5,138.75,1200000.0,-0.5537806176783822,147.6585,,,145.17904825915514,145.86828124387122,146.72280952380953,147.6585,155.5768525000968,139.7401474999032,0.020828354136340793,0.1072522408137263,False,0,0,1,0,,,,25.474418243676816,26.762576740241595,Medium,114.73206896551726,19.273815530204818,6.064115504277918
2020-01-29,140.92,139.31,142.79,139.31,2120000.0,0.606839437424141,147.5585,,,144.52381006543897,145.50174189247335,146.0810476190476,147.5585,155.7737676222545,139.34323237774552,0.09596568820126632,0.11134929702124224,False,0,0,0,0,24.659079343913152,,,25.752325601295446,27.017886388010858,Low,114.72842465753423,20.382110213217707,5.809465129248046
2020-01-30,139.93,140.15,140.85,139.05,2110000.0,-0.7025262560317774,147.197,,,143.81707005537143,145.08902027080867,145.35452380952378,147.197,156.09409615548802,138.299903844512,0.09160832517711541,0.1208869223623853,False,0,0,0,0,22.040587282713275,,,24.444600854005895,25.929430319666043,Low,114.7100680272109,20.588176072401343,4.63175590038777
2020-01-31,137.98,139.5,141.2,137.71,1850000.0,-1.3935539198170634,146.622,,,142.91905927762198,144.5624261766747,144.47671428571428,146.622,156.34587750253007,136.89812249746996,0.055629943006199944,0.13263872410047683,False,0,0,0,0,21.302286976435447,,,24.403404400351018,25.773830462557058,Low,114.7018918918919,11.486486700986694,11.791621407121392
2020-02-03,132.16,137.25,137.5,131.0,2920000.0,-4.218002609073774,145.802,,,141.26381938875704,143.64372794136546,143.09938095238095,145.802,157.41937464680424,134.18462535319574,-0.08713781791278834,0.1593582344111089,False,0,1,1,0,25.432563286762605,,,25.736330849263485,26.2277710388013,Low,114.69677852348993,15.176812179678146,2.286409296831925
2020-02-04,132.95,132.99,133.79,131.6,1670000.0,0.5977602905568947,144.999,,,139.98477025202519,142.85159994570876,141.87538095238097,144.999,157.838598124552,132.159401875448,0.03078749493880973,0.17709912653952092,False,0,0,1,0,25.58925336062622,,,25.495737244196555,25.95236183784874,Low,114.68646666666667,17.60189236182827,0.6616409715050438
2020-02-06,130.84,134.15,134.5,130.12,2500000.0,-1.5870628055659912,144.14299999999997,,,138.57788252094437,141.96185180158218,140.52690476190475,144.14299999999997,158.36024394048144,129.9257560595185,0.03215264309696219,0.19726582547167007,False,0,0,1,0,25.847483917083274,,,25.909515427252344,25.993213748231437,Low,114.67013245033112,20.912074231434502,-4.742206681765623
2020-02-07,129.11,130.98,131.99,128.5,2780000.0,-1.3222256190767272,143.1705,,,137.12128521002984,141.00986277924278,139.09519047619045,143.1705,158.7145541687167,127.62644583128332,0.047720953382368966,0.21714046076135354,False,0,0,1,0,25.67317022717395,,,25.933705783617356,25.84042655901879,Low,114.67210526315789,13.903340852130336,0.534553884711789
2020-02-10,125.94,129.3,129.4,125.5,1690000.0,-2.4552706994036213,141.757,,,135.40108748540985,139.89357664744702,137.45419047619046,141.757,158.19023730800023,125.32376269199976,0.01874972339443526,0.23185080536411234,False,0,0,1,0,20.369194252751093,,,25.271277052037544,25.278137915253268,Low,114.6740522875817,13.244676608543893,-1.978728896125597
2020-02-11,127.82,125.35,129.48,125.35,1440000.0,1.4927743369858626,140.49450000000002,,,134.23476633380832,138.999237636525,136.12685714285715,140.49450000000002,157.14648894395117,123.84251105604885,0.119429845808178,0.2370482679955608,False,0,0,0,0,22.20744158929022,,,26.012840846779277,25.966794220449945,Low,114.67811688311689,13.11659972743306,0.025283389450047267
2020-02-12,131.48,129.3,132.51,129.0,2900000.0,2.863401658582379,139.49599999999998,,,133.81095612860705,138.4422570708565,135.26833333333332,139.49599999999998,155.77268451950107,123.21931548049889,0.25375820578214114,0.2333641755964485,False,0,0,0,0,25.822238520410767,,,26.46546626723315,26.444505472767293,Low,114.6901935483871,13.98158723925288,2.80821921236001
2020-02-13,130.49,132.8,132.8,130.01,653800.0,-0.7529662306054006,138.472,,,133.30003980112903,137.8532009915338,134.41061904761904,138.472,154.27941678020656,122.66458321979346,0.24752357988071913,0.22831210324407172,False,0,0,0,0,25.781375819914267,,,26.636720893022197,26.399495094432286,Low,114.70846153846153,11.973662851037847,3.807875610500627
2020-02-14,129.54,131.15,132.89,128.3,703000.0,-0.7280251360257621,137.451,,,132.72157213941688,137.23740832549427,133.55995238095238,137.451,152.76429783313552,122.13770216686446,0.24169509121406055,0.22281828190606878,False,0,0,0,0,25.780475761003345,,,27.33884427216783,27.301006890061114,Low,114.73063694267515,6.724745627337984,8.08461742998686
2020-02-17,128.5,130.39,130.5,128.01,514200.00000000006,-0.8028408213679111,136.3635,,,132.0720995025835,136.59019289397617,132.7074761904762,136.3635,150.92020621361408,121.8067937863859,0.22990112307667218,0.21349857129824468,False,0,0,0,0,25.547860257116696,,,27.55879351604516,27.41974434530279,Low,114.74911392405063,9.152362952916752,4.598523123032615
2020-02-18,131.14,129.25,132.49,128.25,2380000.0,2.054474708171196,135.464,,,131.92869957910912,136.18647490182977,132.20999999999998,135.464,148.87753189487148,122.05046810512852,0.33881948341833645,0.1980383259740076,False,0,0,0,0,27.43509955034833,,,27.811352186523486,27.70825167155399,Medium,114.75018867924527,10.991863740240323,5.397947580514394
2020-02-19,134.83,132.0,136.45,131.99,4500000.0,2.813786792740603,134.76,,,132.37505349001543,136.085995279472,132.14961904761904,134.76,146.58618148097898,122.93381851902102,0.5029595351683297,0.17551471476668123,False,0,0,0,0,29.978171089720572,,,28.589855150401593,28.403046174614882,Medium,114.7398125,6.613432493895002,13.476755006105012
2020-02-20,133.6,135.15,135.75,133.2,1090000.0,-0.9122598828154104,134.24550000000002,,,132.56350679924384,135.9018474809926,132.03914285714285,134.24550000000002,145.26722682047878,123.22377317952126,0.47071692981898877,0.16420255160104077,False,0,0,0,0,27.978044828963068,,,26.49135670335277,26.241775253803905,Medium,114.74043478260869,6.486819853514106,12.3727453638772
2020-02-21,131.39,133.5,133.92,130.61,864700.0,-1.654191616766473,133.6625,,,132.38296729166785,135.5676365564746,131.76719047619048,133.6625,143.931098787207,123.393901212793,0.3893471228600745,0.15364965921192553,False,0,0,0,0,28.349534936055388,,,26.523562062343377,26.320984740118547,Medium,114.74629629629631,5.2223597883597845,11.421343915343893
2020-02-24,127.16,130.98,130.98,126.5,2310000.0,-3.2194230915594724,132.83499999999998,,,131.5794338621805,134.9448486634024,131.14790476190475,132.83499999999998,142.33286347166103,123.33713652833893,0.20124860096522834,0.143002423633245,False,0,0,0,0,29.859359645778135,,,26.982814764695878,26.176682885297854,Medium,114.7519018404908,6.760731890574912,5.647366268934282
2020-02-25,124.7,126.67,128.25,123.49,2960000.0,-1.9345706196917216,132.0275,,,130.52105942184505,134.18597098463187,130.37314285714285,132.0275,141.4015018415996,122.65349815840038,0.10915838700381557,0.1420007474442766,False,0,0,0,0,29.824821592359264,,,27.60875200775792,26.926941469689815,Medium,114.74823170731707,6.294016565804756,3.657751726878172
2020-02-26,123.75,125.0,125.5,122.12,2490000.0,-0.7618283881315179,131.2115,,,129.47935797233043,133.41293609688137,129.58480952380953,131.2115,140.4784151739995,121.9445848260005,0.0974118754785314,0.1412515697785561,False,0,0,0,0,29.829093578273536,,,27.903626364378752,27.346992505509576,Medium,114.74824242424242,5.887525960647158,3.1142316151104215
2020-02-27,120.49,121.0,121.74,116.5,4000000.0,-2.6343434343434384,130.19,,,128.09637982274114,132.45568157118643,128.56371428571427,130.19,139.4549424118412,120.92505758815881,-0.02347869899346494,0.14232955544728765,False,0,1,1,0,30.307309603528026,,,28.9640017155879,28.931146348302228,Medium,114.73602409638555,3.8170475616752784,1.9369283419391676
